Title,Content,Link,Category
خلاف علني جديد بين أكبر شركتين في مجال السيارات الذكية,"نشب خلاف جديد بين مديري شركتي ""وايمو"" و""تيسلا""، تخلله تبادل للتصريحات النارية على مدار اليومين الماضيين، حول قدرات كل منهما في عالم السيارات الذكية وذاتية القيادة.وتعتبر ""وايمو"" و""تيسلا"" من الشركات المعروفة في مجال السيارات ذاتية القيادة، إلا أن الأولى قد تختلف بعض الشيء، إذ إنها متخصصة في تصميم أنظمة القيادة الذاتية لتشغيل السيارات الذكية، بينما الثانية متخصصة أكثر في مجال صناعة هذا النوع من السيارات.بدأ الأمر بحوار أجرته مجلة ""ماناجر ماغازين"" مع مدير قطاع السيارات الذكية في ""غوغل""، جون كرافسيك، والذي صرح بأن ""وايمو"" لا تعتبر شركة ""تيسلا"" منافساً لها في سوق السيارات الذكية.وأوضح كرافسيك أن ""وايمو"" تقوم بتصميم وتطوير نظام متكامل للقيادة الذاتية، بينما ""تيسلا"" تعتبر بمثابة مُصنّع سيارات يقدم نظاماً جيداً للمساعدة في القيادة.وأكد مدير ""وايمو"" أن نظام تيسلا للقيادة الذاتية AutoPilot، مع تحديثه التجريبي الأخير الذي قدم لبعض مستخدمي سيارات ""تيسلا"" وضع القيادة الذاتية الكامل Full Self Driving mode، لا يعتبر الاتجاه السليم تجاه تحقيق فكرة القيادة الذاتية الكاملة.وفي إشارة إلى تميز ""وايمو""، تطرق كرافسيك إلى وجود سوء تعريف لفكرة القيادة الذاتية، إذ إن بعض الشركات تقوم بتطوير نظام للمساعدة في القيادة، وبمرور الوقت تعلن أن لديها نظام قيادة ذاتية متكامل، عكس ما تقدمه ""وايمو"" من نظام مستشعرات قوي تدعم نظام مصمم خصيصاً للقيادة الذاتية.في المقابل، لم يفوّت مدير تيسلا ومؤسسها، الملياردير إيلون ماسك، الفرصة، إذ ردّ عبر حسابه الرسمي على تويتر، قائلاً: ""لدهشتي، فإن تيسلا تمتلك نظام ذكاء اصطناعي أفضل من حيث البرمجة، وكذلك من حيث العتاد مقارنة بما لدى وايمو"".واستخدم ماسك في تغريدته كلمة ""مال"" (Money) في إشارة إلى الفرق في التسعير بين سيارات تيسلا، والتي تبدأ أسعارها من 38 ألف دولار، ورؤية مدير ""وايمو""، التي ترى أن السيارات الذكية ستقدم أنظمة القيادة الذاتية سيتجاوز سعرها 100 ألف دولار.",https://asharq.com/ar/6f2q8gumNzQ8fBCPJHqHX5-خلاف-علني-جديد-بين-أكبر-شركتين-في-مجال/,علوم وتكنولوجيا
"ساعة ""آبل"" تنقذ أميركية من الخطف",نجحت سيدة أميركية في إرسال استغاثة خلال خطفها، عن طريق ساعة آبل الذكية، التي مكّنتها من إرسال الرسالة مصحوبة بموقعها الجغرافي المحدد.ووفقاً لتقرير موقع Fox San Antonio، فإن المرأة المخطوفة تمكنت من إجراء مكالمة استغاثة مع ابنتها من خلال ساعة آبل، وعلى الرغم من قطع الاتصال بينهما فإن قوات الأمن تمكنت من تعقب إشارة اتصال الساعة بشبكة خدمات الموبايل.وتم العثور على الضحية في مركبة بساحة انتظار للسيارات، ووقعت مواجهات بين الخاطف، الذي يُدعى أدالبيرتو لونجوريا، والشرطة، قبل أن يتم القبض عليه.الواقعة المذكورة أعلاه ليست الأولى من نوعها التي تلعب فيها ساعة آبل دوراً ينقذ حياة مستخدمها، إذ اكتشف شخص من تكساس العام الماضي وجود اضطراب في نبضات قلبه، ما ساعده على الاتصال بالطبيب سريعاً، الأمر الذي أدى إلى إنقاذ حياته.وتحرص شركة آبل على تزويد ساعاتها الذكية بالعديد من التقنيات الجديدة، التي تسمح للمستخدمين بمتابعة حالاتهم الصحية. وجاءت ساعتها الأحدث Apple Watch Series 6 بتقنية قياس معدل تشبع الدم بالأكسجين، وتقنية إجراء رسم قلب ECG، وكذلك ميزة التقاط السقوط Fall Detection.وتلك المزايا تعد مفيدة للمرضى وكبار السن، بحيث يمكنهم متابعة حالتهم الصحية، والبقاء على اتصال مع الطبيب والأقارب باستمرار.,https://asharq.com/ar/2Leld1odcZ5mTaxGwXCjn7-ساعة-آبل-تنقذ-أميركية-من-الخطف/,علوم وتكنولوجيا
بيانات 533 مليوناً من مستخدمي فيسبوك للبيع على تليغرام,"قال موقع ""ذا فيرج"" إن بيانات 533 مليوناً من مستخدمي كبرى منصات التواصل الاجتماعي ""فيسبوك""، معروضة للبيع على منصة ""تليغرام"".وذكر الموقع الأميركي المعنيّ بأخبار التكنولوجيا، أن شخصاً ما حصل على قاعدة بيانات مليئة بأرقام هواتف مستخدمي ""فيسبوك""، ويبيع الآن هذه البيانات باستخدام ""بوت"" (مجيب ذكي) على ""تليغرام"".ونقل عن تغريدات للباحث في أمن المعلومات الذي اكتشف هذه الثغرة، آلون غال، قوله إن الشخص الذي يدير ""بوت""، يدعي أن لديه معلومات 533 مليون مستخدم، مصدرها ثغرة ""فيسبوك"" التي تم إصلاحها عام 2019.وأشار الموقع إلى أنه مع وجود العديد من قواعد البيانات، يتطلب الأمر قدراً من المهارة التقنية للعثور على أي بيانات مفيدة. كما يقتضي في أحيانٍ كثيرة وجود تفاعل بين الشخص الذي يمتلك قاعدة البيانات، والشخص الذي يحاول الحصول على المعلومات منها، لأن ""مالك"" قاعدة البيانات لن يمنح شخصاً آخر كل تلك البيانات القيمة. وأوضح الموقع أن صنع ""بوت"" الذي يُعرف أيضاً بأنه ""روبوت"" أو ""مجيب آلي"" يحل هاتين المشكلتين؛ لأنه يسمح لشخص ما بالقيام بأمرين. فإذا كانت لديه هوية مستخدم على فيسبوك، يمكنه العثور على رقم هاتف هذا الشخص، وإذا كان لديه رقم هاتف شخص ما، فيمكنه العثور على اسم المستخدم الخاص به على فيسبوك.والوصول إلى المعلومات يكلف أموالاً، والكشف عن معلومة، مثل رقم هاتف أو هوية مستخدم على ""فيسبوك""، يبيعه الشخص المسؤول عن الروبوت مقابل 20 دولاراً، وهناك أيضاً نظام تسعير بالجملة مع بيع 10 آلاف معلومة مقابل 5 آلاف دولار، حسب الموقع.ومن اللافت أن الروبوت يعمل منذ 12 يناير الجاري على الأقل، وفقاً لصور لمحادثات الروبوت نشرها الباحث غال، لكن البيانات التي يوفرها تعود إلى عام 2019؛ ورغم أنه تاريخ قديم نسبياً، لكن الأشخاص لا يغيرون أرقام الهواتف كثيراً.ووفقاً للموقع، ربما يسبب الأمر إحراجاً بشكل خاص لموقع ""فيسبوك"" لأنه يجمع بشكل تقليدي أرقام هواتف من أشخاص، بما في ذلك المستخدمين الذين يفعلون نظام المصادقة الثنائية باستخدام رقم الجوال.",https://asharq.com/ar/2bt0rtOZT25dFlDoeGwwy0-بيانات-533-مليون-من-مستخدمي-فيسبوك-للبيع/,علوم وتكنولوجيا
تويتر يسمح لمستخدميه بتحديد المحتوى المُضلل,"أعلن موقع  التدوين الشهير تويتر، الاثنين، تفعيل ميزة جديدة تسمى ""Birdwatch""، تهدف إلى مكافحة المعلومات المضللة، من خلال إعطاء المستخدمين صلاحية إضافة سياق إلى التغريدات التي يعتقدون أنها غير صحيحة.وقال كيث كولمان، نائب رئيس الشركة في تصريحات أوردها موقع ""أكسيوس"" إن الميزة الجديدة، التي تتم تجريبتها في الولايات المتحدة، تسمح لمستخدمي الموقع بـ""تحديد المعلومات في التغريدات التي يعتقدون أنها مضللة، وكتابة ملاحظات توفر سياقاً إعلامياً"".وكتب كولمان في مدونة الموقع: ""نهدف في النهاية إلى جعل الملاحظات مرئية مباشرة على التغريدات لجمهور تويتر العالمي، عندما يكون هناك إجماع من مجموعة واسعة ومتنوعة من المساهمين"".وكان تويتر قال في نوفمبر الماضي إنه سيحتفظ بالتغييرات التي أجراها على خاصية إعادة التغريد خلال فترة انتخابات الرئاسة الأميركية، بعد إبطائها انتشار معلومات مضللة وخاطئة.وقال الموقع آنذاك إنه ""في حال ما إذا تمت إعادة تغريد منشور تم تصنيفه بأنه كاذب أو مضلل، فسيتم تحذير المشترك من خلال رسالة تظهر عدم موثوقية الخبر"".",https://asharq.com/ar/6RPI3oHASEmrvwWwVCgojw-تويتر-يسمح-لمستخدميه-بتحديد-المحتوى/,علوم وتكنولوجيا
دراسة: تفوّق أميركي في مجال الذكاء الاصطناعي يهدده نمو صيني,"أظهرت دراسة نُشرت نتائجها، الاثنين، أن الولايات المتحدة تتقدم على سائر منافسيها في تطوير تقنيات الذكاء الاصطناعي واستخدامها، بينما تسجل الصين نمواً متسارعاً، مقابل تأخر واضح للاتحاد الأوروبي. وقيمت الدراسة، التي أجرتها ""مؤسسة تكنولوجيا المعلومات والابتكار"" (مقرها واشنطن)، الذكاء الاصطناعي بالاعتماد على 30 مقياساً منفصلاً، تشمل المواهب البشرية والنشاط البحثي والتطوير التجاري والاستثمار في الأجهزة والبرامج. وأظهر التقرير الذي استند إلى بيانات عام 2020 أن الولايات المتحدة تتصدر اللائحة بمجموع 44.6 نقطة مئوية، تليها الصين بـ32 ثم الاتحاد الأوروبي بـ23.3. وخلص الباحثون إلى أن الولايات المتحدة رائدة في مجالات رئيسية، من بينها الاستثمار في الشركات الناشئة وتمويل البحث والتطوير. لكن الصين خطت خطوات كبيرة في مجالات عدة. وضمت العام الماضي 214 جهازاً من أصل أقوى 500 كمبيوتر خارق في العالم، مقابل 113 جهازاً في الولايات المتحدة و91 في الاتحاد الأوروبي. وقال دانيال كاسترو، مدير ""مركز ابتكار البيانات"" التابع للمؤسسة، وهو المؤلف الرئيسي للتقرير، إن ""الحكومة الصينية جعلت الذكاء الاصطناعي أولوية قصوى، وهذا ما تظهره النتائج"".ورأى أن ""على الولايات المتحدة والاتحاد الأوروبي الانتباه إلى ما تفعله الصين والتفاعل معه، لأن الدول التي تقود تطوير واستخدام الذكاء الاصطناعي ستصوغ مستقبلها وتحسن قدرتها التنافسية الاقتصادية بشكل كبير، في حين أن الدول التي تتخلف عن الركب تجازف بفقدان قدرتها التنافسية في الصناعات الرئيسية"".وسجل الاتحاد الأوروبي تأخراً ملحوظاً في تمويل رأس المال الاستثماري والأسهم الخاصة، بينما كان أداؤه أفضل على صعيد البحوث المنشورة. وبيّن التقرير أن الصين نشرت 24.929 عملاً بحثياً عن الذكاء الاصطناعي في 2018، وهو آخر عام توافرت فيه البيانات، مقابل 20.418 في الاتحاد الأوروبي و16.233 في الولايات المتحدة. لكنه أشار إلى أن ""جودة البحوث الأميركية في المعدل لا تزال أعلى من مثيلاتها في الصين والاتحاد الأوروبي"". كذلك خلصت الدراسة إلى أن الولايات المتحدة ""لا تزال رائدة عالمياً في تصميم الرقائق لأنظمة الذكاء الاصطناعي"".وبحسب التقرير، يتعين على أوروبا في حال أرادت الحفاظ على قدرتها التنافسية، أن تعزز الحوافز الضريبية للأبحاث، وتوسّع معاهد البحوث العامة التي تعمل على الذكاء الاصطناعي. ولكي تحافظ الولايات المتحدة على ريادتها، يجب عليها وفق التقرير، تعزيز دعم أبحاث الذكاء الاصطناعي ونشرها، وتكثيف الجهود لتطوير مواهب الذكاء الاصطناعي محلياً مع جذب أفضل المواهب من سائر أنحاء العالم، وفقاً للتقرير. ",https://asharq.com/ar/7pmhMXGYfMMunQ1mrs5E4O-دراسة-تفوّق-أميركي-في-مجال-الذكاء/,علوم وتكنولوجيا
تحديث جديد من نتفلكس يحسّن جودة الصوت على هواتف أندرويد,أطلقت شركة نتفلكس تحديثاً جديداً لتطبيقها على الهواتف العاملة بنظام تشغيل أندرويد، يهدف إلى تقديم تجربة صوتية مميزة للمستخدمين على الهواتف الذكية، بحيث يمكنهم الاستمتاع بالمشاهدة مع الاستماع إلى أصوات ما يشاهدونه بجودة عالية، من دون الحاجة إلى سماعات أذن.يحمل التحديث الجديد للمستخدمين ترقية لنظام تقديم الصوت إلى صيغة xHE-AAC، التي تقدم للمستخدمين ثباتاً فائقاً في جودة الصوت، لم يكن متاحاً من قبل.وتقدم الصيغة الجديدة معدلاً متغيراً لجودة الصوت، فكلما كان اتصالك بالإنترنت أكثر ثباتاً أصبحت جودة الصوت أفضل ومستقرة، بينما إذا كنت متصلاً بالإنترنت، مثلاً، عبر شبكة المحمول، فإن جودة الصوت تنخفض بعض الشيء، بحيث تتناسب مع استقرار اتصالك بالشبكة العنكبوتية.ويتيح التحديث الجديد ميزة إدارة درجة ارتفاع الصوت Loudness management، التي تتيح للمستخدمين إمكانية الاستمتاع بالمشاهدة حتى مع وجود ضوضاء عالية من حولك.حددت نتفليكس شرطاً رئيسياً يتعين توفره في هاتفك الأندرويد لتستمتع بالتحديث الجديد، إذ يجب أن يعمل بإصدار أندرويد 9 باي على الأقل.وبالتأكيد سيعتبر هذا التحديث طريقة مميزة لتحصل على تجربة مشاهدة مريحة في سريرك أو أي مكان في منزلك، بلا حاجة إلى استخدام سماعات الأذن.,https://asharq.com/ar/4AnP0OHFrk6fUUhgQufUAF-تحديث-جديد-من-نتفلكس-يحسّن-جودة-الصوت/,علوم وتكنولوجيا
واتساب يخسر ملايين المستخدمين بسبب تحديثات سياسة الخصوصية,"أثبت تقرير جديد أن خدمة التراسل الفوري واتساب فقدت ملايين المستخدمين خلال الأسابيع الثلاثة الأولى من يناير الجاري، وذلك على خلفية إعلان التطبيق تحديثات لسياسات الخصوصية.وأوضح التقرير الذي نشرته صحيفة ذي غارديان البريطانية أن ""واتساب"" تراجع من المركز الثامن في قائمة الأكثر تحميلاً في بريطانيا على متاجر التطبيقات الرسمية في مطلع الشهر الجاري إلى المركز الـ23 بحلول 12 يناير، في حين أن خدمة سيغنال، أحد أهم بدائل واتساب ومنافسيه، وصلت يوم 9 يناير إلى المركز الأول، بينما لم يكن بين التطبيقات الألف الأولى على القائمة.وأوضحت نيامه سويني، مديرة السياسات العامة لواتساب في منطقة أوروبا والشرق الأوسط وشمال إفريقيا، أن التحديثات الجديدة تهدف إلى تقديم مزايا جديدة لقطاع الأعمال عبر واتساب، وتقديم توضيح وشفافية أكثر للمستخدمين حول سياساتها الموجودة بالفعل.وأكدت مديرة واتساب أن التحديث لا يتضمن أي تغييرات في سياسات مشاركة واتساب لبيانات المستخدمين مع فيسبوك، وفقاً لتصريحاتها للجنة الشؤون الداخلية بالبرلمان البريطاني.ولكن بدلاً من تطبيقها ابتداء من 8 فبراير المقبل، أعلن واتساب تأجيل تطبيق التحديثات الجديدة لسياسات الخصوصية إلى 15 مايو.وأوضحت إدارة الخدمة قائلة: ""نحن نرغب في أن يكون واضحاً أن تحديثات سياساتنا لن تؤثر على خصوصية محادثاتك مع أصدقائك وعائلتك بأي شكل من الأشكال""، وذلك في بيان نشرته على موقعها الرسمي وكذلك خلال حملة ترويجية موسعة، في محاولة من جانبها لتبرئة الخدمة أمام مستخدميها.وأشار أمير غودراتي، مدير قطاع الأبحاث السوقية في مؤسسة AppAnnie لإحصائيات تطبيقات الموبايل، إلى أن التحوّل في تفضيلات المستخدمين تجاه خدمات التراسل الفوري يعتبر أمراً اعتيادياً، نتيجة طبيعة الخدمات الاجتماعية ومدى أولوية مسألة التواصل مع الآخرين.وأكد غودراتي أن سوق التواصل الاجتماعي شهد خلال السنوات الماضية إقبالاً كبيراً من جانب المستخدمين على خدمات التراسل التي تقدم ميزة التشفير الكامل وكذلك التطبيقات التي تحافظ على خصوصيتهم.",https://asharq.com/ar/53abbfOpRRh0c6ydnLe5lt-واتساب-يخسر-ملايين-المستخدمين-بسبب/,علوم وتكنولوجيا
سبايس إكس تنجح في إطلاق أكثر من 100 قمر اصطناعي في رحلة واحدة,"حققت شركة سبايس إكس رقماً قياسياً جديداً بنجاحها، الاثنين، في إطلاق 143 قمراً اصطناعياً، وهو أكبر عدد من الأقمار التي أطلقتها الشركة عبر رحلة واحدة بصواريخها إلى الفضاء.وتعتبر تلك الرحلة الأولى من نوعها التي تتيح خلالها الشركة فكرة مشاركة الرحلة RideShare، والتي تسمح لأكثر من شركة بمشاركة مساحة الحمولة المتاحة على متن صاروخ الإطلاق، بحيث تتمكن الشركات المشاركة من إطلاق أقمارها وتحويلها إلى الفضاء مع تحمل قدر مخفض من التكلفة.وتتمثل الحمولة القياسية التي نقلها صاروخ Falcon 9 في رحلة Transporter-1 إلى خارج الأرض في 10 أقمار اصطناعية خاصة بشبكة سبايس إكس للإنترنت الفضائي Starlink، والتي تخطى بالفعل عدد أقمارها الاصطناعية حاجز الألف قمر اصطناعي، حيث بدأت في تقدم خدماتها بشكل تجريبي في الولايات المتحدة وكندا، وشرعت في التوسع في خدماتها التجريبية بحيز محدود إلى بريطانيا.بالإضافة إلى ذلك، فإن الحمولة تضمنت 133 قمراً اصطناعياً آخر لشركات مختلفة، مثل نحو 48 قمراً اصطناعياً لشركة Planet Labs، وهي أقمار متخصصة في التصوير الفضائي للأرض وتحمل اسم SuperDove Earth، إلى جانب 36 قمراً اصطناعياً مخصصة لإنترنت الأشياء تابعة لشركة Swarm، و8 أقمار اصطناعية تابعة لشركة Kepler.بجانب رقمها القياسي في حجم حمولتها، تعتبر هذه الرحلة هي الأولى من نوعها التي تطلقها شركة سبايس إكس إلى المدار القطبي، وذلك ضمن خطة الشركة لتوسيع نطاق خدماتها الفضائية.نجحت الشركة بنهاية الرحلة في إتمام عملية هبوط المرحلة الأولى من صاروخ إطلاقها ""فالكون-9"" إلى الأرض من جديد لإعادة استخدامه، وتعد تلك الرحلة هي الخامسة لهذا الجزء من الصاروخ تحديداً.",https://asharq.com/ar/4YBLZhnAq6f3OUUi44YUfW-سبايس-إكس-تنجح-في-إطلاق-أكثر-من-100-قمر/,علوم وتكنولوجيا
"بعد انتحار طفلة.. إيطاليا تحظر ""تيك توك"" على صغار السن","حظرت سلطة حماية البيانات الإيطالية (DPA) استخدام تطبيق ""تيك توك""على من لا يمكن التأكد من هويتهم، وذلك بعد انتحار طفلة عمرها 10 سنوات، شاركت في تحدٍّ عبر الشبكة الاجتماعية.وأكد مسؤولون إيطاليون، وفقاً لتقرير نشرته صحيفة ""ذي غارديان"" البريطانية، أن الطفلة تمكنت بسهولة من استخدام تاريخ ميلاد مزيف، لإنشاء حساب على الخدمة التي تتطلب أن يكون المستخدم عمره أكبر من 13 عاماً، ما أدى في النهاية إلى وفاتها مختنقة خلال أحد التحديات.وأكدت الهيئة الإيطالية مخالفة ""تيك توك"" للقانون الإيطالي الذي يلزم الشبكات الاجتماعية ضرورة الحصول على موافقة الوالدين، وذلك عند محاولة مستخدم عمره أقل من 14 عاماً إنشاء حساب لديها.كما أشارت DPA إلى أن ""تيك توك"" لم تلتزم بقوانين مشاركة البيانات وتخزينها، إذ إن الشبكة الاجتماعية لم تُعد رسائل تحذيرية مخصصة للأطفال، كما أن الإعدادات الافتراضية للمنشورات هي أن تصل إلى عموم المستخدمين، بدلاً من جعلها خاصة بالأصدقاء، وترك الخيار للمستخدم.كما أخذت سلطة حماية البيانات الإيطالية على شبكة ""تيك توك"" أنها لم توضح المدة التي تحتفظ فيها ببيانات المستخدمين وأسلوبها في تسجيل البيانات التي تجمعها من حسابات المستخدمين.ومن المقرر أن  يستمر تنفيذ قرار الحظر حتى 15 فبراير، وحتى ذلك التاريخ سيكون لدى ""تيك توك"" فرصة لتوفيق أوضاعه، وفقاً للقوانين الإيطالية.وعلى الجانب الآخر، رد المتحدث باسم ""تيك توك"" على قرار الهيئة الإيطالية بالقول إن الشبكة الاجتماعية لا تسمح بتداول أي محتوى يشجع أو يروّج أو يتباهى بالأعمال والتصرفات الخطرة التي تعرّض المستخدمين للخطر.",https://asharq.com/ar/6SSIzDk7PRRTNdmIdU6eL9-بعد-انتحار-طفلة-إيطاليا-تحظر-تيك-توك-على/,علوم وتكنولوجيا
بعد مشكلات تقنية.. تحديث برمجي ينقذ لعبة Cyberpunk 2077,طرحت شركة CD Projekt Red التحديث الأول للعبتها Cyberpunk 2077، والذي يهدف إلى تهيئة اللعبة لاستقبال التحديثات المستقبلية، إلى جانب تقديم عدد من التحديثات المتنوعة بحسب كل منصة ألعاب.ويقدم التحديث الجديد على مستوى منصات سوني PS4 Pro وPS5 تطويراً على مستوى مساحة اللعبة على الأجهزة، أما بالنسبة لأجهزة Xbox One، فإن التحديث سيطور استخدام اللعبة لذاكرة الأجهزة.كما يقدم التحديث الجديد ميزة الاحتفاظ بما ينجزه اللاعب داخل اللعبة، حتى عند عدم اتصاله بشبكة الإنترنت، وذلك على مستوى مستخدمي أجهزة الحاسوب الشخصي PC ومستخدمي خدمة Steam. ومن المتوقع أن يصل التحديث القادم في فبراير.يذكر أن اللعبة قد حققت  مبيعات بلغت 13 مليون نسخة خلال 10 أيام فقط من إطلاقها، في الفترة بين 10 و20 ديسمبر الماضي، وذلك على الرغم من عمليات طلبات الاسترجاع، بسبب مشكلاتها التقنية.وبمجرد إطلاقها في ديسمبر الماضي، بدأ اللاعبون التسابق في نشر فيديوهات تبرز مشكلات اللعبة التقنية، وانطلقت دعوات لاسترجاع اللعبة، وتسبب ذلك في ضغط كبير على كل من سوني ومايكروسوفت، حيث قامت الأولى باستبعاد اللعبة كلياً من متجرها للألعاب PS Store وتسهيل استرداد اللاعبين المبالغ المدفوعة لشرائها، أما الثانية فأعادت الأموال فقط وتركت اللعبة على متجرها للألعاب.,https://asharq.com/ar/2Wxlshty8cvIiUJVo3jN0n-بعد-مشكلات-تقنية-تحديث-برمجي-ينقذ-لعبة-cyberpunk/,علوم وتكنولوجيا
"أبل تعترف بتأثير ""آيفون 12"" على أجهزة تنظيم نبضات القلب",أضافت شركة أبل فقرة توضيحية جديدة إلى ردها الرسمي على بعض الانتقادات الموجهة لتأثير القطع المغناطيسية المتواجد في أحدث هواتفها آيفون 12 عبر منتدى الدعم الفني الخاص بها.أشارت الشركة العملاقة إلى أن الأجهزة الطبية مثل أجهزة تنظيم ضربات القلب عادة ما تحتوي على مستشعرات تتأثر بوجودها قرب قطع المغناطيس والأجهزة التي تعمل بموجات الراديو، لذلك يجب على مستخدمي تلك الأجهزة التأكد من إبقاء هواتف آيفون 12 وإكسسواراتها MagSafe بعيدة عن الأجهزة الطبية، تجنباً لحدوث تداخل بينها.وحددت أبل المسافة الآمنة بأكثر من 15 سنتيمتراً، وفي حال كان يتم شحن الهاتف  لاسلكياً، فتزيد تلك المسافة إلى أكثر من 30 سنتيمتراً.وركزت الشركة على ملحقات الشحن الجديدة MagSafe Charger وMagSafe Duo Charger، موضحة أنها تؤثر على الأجهزة لاعتمادها على موجات الراديو في عملية شحن هواتف آيفون وأجهزتها مثل الساعات الذكية لاسلكياً.ويرجع السبب إلى التداخل بين المجالات الإلكترومغناطيسية التي تحدثها موجات الراديو عند اقترابها من الأجهزة الطبية الدقيقة.على الرغم من توضيح أبل واعترافها بتأثير هواتفها الجديدة وإكسسواراتها، إلا أن الشركة الأميركية تستمر في التأكيد على أن هواتف آيفون 12 لا يختلف تأثيرها على الأجهزة الطبية عن تأثير هواتفها السابقة.كانت الشركة الأميركية اعترفت من قبل بأن هواتف آيفون 12 تتضمن قطعاً مغناطيسية أكثر من أي آيفون سابق، وذلك لدعم تشغيل عائلة ملحقاتها الجديدة MagSafe بأعلى كفاءة ممكنة.في المقابل، انتقد الأطباء تأثير هواتف أبل الجديدة وإكسسواراتها بشكل واسع، حيث نشرت دورية Heart Rhythem Journal الطبية تقريراً مطلع الشهر الجاري، يشير إلى التأثير الكبير لأجهزة آيفون الأحدث على الأجهزة المصممة لإنقاذ حياة المرضى.ووفقاً للتقرير، فإن ثلاثة أطباء في ولاية ميتشيغن الأميركية قاموا باختبار هواتف آيفون 12، وذلك عبر وضعها بالقرب من أجهزة مراقبة نبض القلب، مما أدى إلى تعطيلها وتوقفها تماماً عن العمل.,https://asharq.com/ar/1IwwM0G6c9rSdHGg1exKpT-أبل-تعترف-بتأثير-آيفون-12-على-أجهزة-تنظيم/,علوم وتكنولوجيا
فيسبوك يعلن حل مشكلة خروج مستخدمي التطبيق من حساباتهم,"كشفت شبكة فيسبوك، أن سبب المشكلة التي واجهها بعض مستخدمي هواتف آيفون، المتمثلة في خروجهم من حساباتهم بشكل مفاجئ، هو ""تغيير في الإعدادات"".وأشار موقع التواصل الاجتماعي، في تغريدة له على تويتر، السبت، إلى أن الفريق التقني للموقع ""نجح في حل تلك المشكلة"". كان متحدث باسم شركة موقع التواصل الاجتماعي فيسبوك، قال لـ""الشرق""، في وقت سابق، إن ""الشركة تظن أن هذه المشكلة جاءت نتيجة لتغيير في الإعدادات""، لافتاً إلى أن بعض المستخدمين كانوا يواجهون مشكلة في الدخول إلى فيسبوك، ""نحن نعمل على أن تعود الأمور إلى طبيعتها بأسرع وقت ممكن"".وقد بدأت المشكلة مساء الجمعة، عندما انتشرت شكاوى بعض المستخدمين عبر موقع ريديت الاجتماعي، بشأن خروج تلقائي من التطبيق على هواتفهم، وقد أوضح تقرير نشره موقع ""انجادجيت"" أن أغلبية المتضررين هم من مستخدمي هواتف آيفون.وتمثلت المشكلة الرئيسية في أن الحسابات تسجل الخروج بشكل تلقائي، دون قيام المستخدمين بذلك، وعندما يحاولون معاودة تسجيل الدخول مرة أخرى، يصعب على المستخدمين إتمام تلك العملية، خاصة مع استغراق أكواد تأكيد الهوية 2FA Codes وقتاً أطول من المتوقع لتصل إلى هواتف المستخدمين.اقرأ أيضاً:",https://asharq.com/ar/2tXAr86gZ7KUpHfXyoTjYl-فيسبوك-يعلن-حل-مشكلة-خروج-مستخدمي/,علوم وتكنولوجيا
طفرة في أعداد مستخدمي وسائل التواصل الاجتماعي البديلة,"أعلنت شبكة التواصل الاجتماعي ""مي وي"" البديلة لـ""فيسبوك""، أن عدد مستخدميها تجاوز الـ16 مليوناً بعد أن كان 12 مليوناً في نهاية 2020، بحسب الإذاعة الوطنية العامة الأميركية ""إن. بي. آر"".وأوضح الرئيس التنفيذي لشركة ""مي وي""، مارك وينشتاين، أن هذه الطفرة ""تمثل شهادة على السبب الذي من أجله تم إطلاق الشبكة في عام 2016 كبديل لموقع فيسبوك"".  وقال وينشتاين: ""لا يوجد استهداف، ولا توجد خوارزميات تتلاعب بمغذي الأخبار الخاص بك، ولا يستطيع معلنون أو مسوقون الوصول إليك أو استهدافك بأي شيء""، موضحاً أن ""الشبكة تجني الأموال من خلال بيع الاشتراكات التي تمنح الأعضاء ميزات إضافية"".  وتسوق ""مي وي"" نفسها على أنها منصة ""تطور سياسات الخصوصية، ولا تستغل بيانات المستخدمين لبيع الإعلانات، أو لتحديد المحتوى الذي تعرضه لهم"". لكن مخاوف الخصوصية ليست العامل الوحيد في هذه الطفرة التي شهدتها ""مي وي"" خلال الأيام الأخيرة. فهذه الشركة واحدة من مجموعة شركات رقمية ناشئة، تضم شبكة التواصل الاجتماعي ""غاب""، وتطبيق الرسائل ""تليغرام""، التي تلقت جميعها تدفقاً هائلاً من قبل أنصار الرئيس الأميركي السابق دونالد ترمب، بعد أن أصيبوا بخيبة أمل من وسائل التواصل الاجتماعي الرئيسية""، وفقاً لموقع ""إن.بي.آر"".وتشير سيندي أوتيس، المحللة السابقة في وكالة الاستخبارات المركزية الأميركية ""سي.آي.إيه""، والتي تتعقب التضليل المعلوماتي في ""مجموعة أليثا""، إلى أنه ""يتوزع الناس على هذه المنصات الهامشية التي ليس لديها تعديل محتوى أو أي شكل من أشكال القدرة على مراقبة التهديدات"".وكان ""فيسبوك"" و""تويتر"" أغلقا حساب الرئيس الأميركي السابق دونالد ترمب، وشنا حملة على الجماعات التي شاركت في تنظيم التمرد الذي وقع بمبنى الكابيتول في 6 يناير، بعد الأحداث مباشرة. لكن كثيراً من هؤلاء المستخدمين والمتعاطفين معهم وجدوا منصات بديلة لنشر رسائلهم من خلالها.",https://asharq.com/ar/5wWER7I09GusZdXjE84IT9-طفرة-في-أعداد-مستخدمي-وسائل-التواصل/,علوم وتكنولوجيا
